chrom	start	end
chr11	3850386	3850650
chr11	43560015	43560277
chr11	50952357	50952607
chr11	55250610	55250867
chr11	55772332	55772582
chr11	61022991	61023255
chr11	61063638	61063818
chr11	61452737	61452987
chr11	61919822	61920072
chr11	63842476	63842739
chr11	65024592	65024842
chr11	65101285	65101535
chr11	67163762	67164026
chr11	67926521	67926771
chr11	67998887	67999151
chr11	74556112	74556376
chr11	74576008	74576264
chr11	74638587	74638837
chr11	79491617	79491875
chr11	79611430	79611680
chr11	80724253	80724503
chr11	81009446	81009696
chr11	83872279	83872529
chr11	85995362	85995626
chr11	87778510	87778844
chr11	90198081	90198345
chr11	94533249	94533499
chr11	96467091	96467355
chr11	97609778	97610028
chr11	99126754	99127004
chr12	100290337	100290587
chr12	102128078	102128342
chr12	102695805	102696055
chr12	103122048	103122312
chr12	104923856	104924120
chr12	105443697	105443961
chr12	108241320	108241584
chr12	108529335	108529585
chr12	111076444	111076698
chr12	111680661	111680925
chr12	111699588	111699852
chr12	111816605	111816855
chr12	112576536	112576753
chr12	117053947	117054211
chr12	117637071	117637252
chr12	21201864	21202128
chr12	28872275	28872536
chr12	71113959	71114209
chr12	7445305	7445555
chr12	77098802	77099066
chr12	78098646	78098905
chr12	79279774	79280038
chr12	84218013	84218263
chr12	8465088	8465338
chr12	8467592	8467856
chr12	85952370	85952628
chr12	86968671	86968935
chr12	86986746	86986996
chr12	91878896	91879146
chr12	92073296	92073546
chr12	99011177	99011427
chr13	101225419	101225675
chr13	102749214	102749475
chr13	107493912	107494162
chr13	109236163	109236427
chr13	111406327	111406591
chr13	116879928	116880178
chr13	31179420	31179684
chr13	3863234	3863495
chr13	43338112	43338362
chr13	43530333	43530597
chr13	45837882	45838132
chr13	46488305	46488560
chr13	48695287	48695551
chr13	49170763	49171013
chr13	51421015	51421279
chr13	54560763	54560930
chr13	56113046	56113310
chr13	56790764	56791014
chr13	57932115	57932379
chr13	68830082	68830332
chr13	97395075	97395329
chr13	99079266	99079529
chr13	99366545	99366809
chr14	103440367	103440617
chr14	117813728	117813978
chr14	119247252	119247502
chr14	120283916	120284166
chr14	120374872	120375126
chr14	120989273	120989537
chr14	120997846	120998096
chr14	121254873	121255137
chr14	121322759	121323014
chr14	12198898	12199148
chr14	12296481	12296731
chr14	16092781	16093040
chr14	23751309	23751559
chr14	25421815	25422079
chr14	27881967	27882231
chr14	30457544	30457794
chr14	31383620	31383780
chr14	40308400	40308636
chr14	48472233	48472485
chr14	54929902	54930152
chr14	58263324	58263585
chr14	64436634	64436898
chr14	64921720	64921970
chr14	66257809	66258073
chr14	70106637	70106901
chr14	70458935	70459185
chr14	70499416	70499680
chr14	72004431	72004695
chr14	73201569	73201833
chr14	74883254	74883518
chr14	76043934	76044193
chr14	77636991	77637241
chr14	78274234	78274484
chr14	79236403	79236659
chr14	86748824	86749088
chr14	9071271	9071535
chr14	99295623	99295873
chr15	101232701	101232965
chr15	24720423	24720683
chr15	37565881	37566137
chr15	37734228	37734478
chr15	38012268	38012518
chr15	38380789	38381039
chr15	38669654	38669911
chr15	60676516	60676780
chr15	62112262	62112525
chr15	68484860	68485124
chr15	71817606	71817856
chr15	73857535	73857799
chr15	73919247	73919497
chr15	74418677	74418930
chr15	74515684	74515948
chr15	74538299	74538549
chr15	74670249	74670513
chr15	76207395	76207645
chr15	77984442	77984692
chr15	79471154	79471418
chr15	79481183	79481653
chr15	79656590	79656840
chr15	79664697	79664961
chr15	79756370	79756502
chr15	80634432	80634696
chr15	82107321	82107585
chr15	83009606	83009856
chr15	83853403	83853653
chr15	84078841	84079098
chr15	84079562	84079823
chr15	84877124	84877388
chr15	84997819	84998069
chr15	86016218	86016468
chr15	86090237	86090501
chr15	86309534	86309784
chr15	86696909	86697173
chr15	89169550	89169762
chr15	90282918	90283177
chr15	91555359	91555609
chr15	96408935	96409188
chr15	98629049	98629299
chr15	99093522	99093772
chr15	99717984	99718234
chr16	16930906	16931146
chr16	17087005	17087182
chr16	17554190	17554440
chr16	18131540	18131804
chr16	22790202	22790356
chr16	24282471	24282721
chr16	31898496	31898760
chr16	32687333	32687583
chr16	34172970	34173125
chr16	40971482	40971732
chr16	44226829	44227093
chr16	4658859	4659109
chr16	4913735	4913985
chr16	52200221	52200477
chr16	56477742	56478001
chr16	94250699	94250963
chr16	94815927	94816178
chr16	94932832	94933082
chr16	96357936	96358200
chr17	12216329	12216593
chr17	12853853	12854103
chr17	14175723	14175987
chr17	14248051	14248315
chr17	26032160	26032410
chr17	27997401	27997566
chr17	28770365	28770615
chr17	30278963	30279213
chr17	30746399	30746663
chr17	31125922	31126186
chr17	36900111	36900375
chr17	45596591	45596841
chr17	45799003	45799267
chr17	46639257	46639521
chr17	49084079	49084343
chr17	49710285	49710549
chr17	50408606	50408856
chr17	56124368	56124618
chr17	56428004	56428209
chr17	56468976	56469240
chr17	63458175	63458425
chr17	64045447	64045697
chr17	66368117	66368367
chr17	68625355	68625619
chr17	73822509	73822759
chr17	75974425	75974689
chr17	83933734	83933998
chr17	85073339	85073603
chr17	8516140	8516390
chr17	86345405	86345485
chr17	87827153	87827248
chr17	8858715	8858965
chr17	90453067	90453253
chr18	25616177	25616441
chr18	25734984	25735234
chr18	35529916	35530169
chr18	36411753	36412003
chr18	38190569	38190833
chr18	39534480	39534730
chr18	4019129	4019568
chr18	43238251	43238511
chr18	43608175	43608439
chr18	46818385	46818649
chr18	47233375	47233625
chr18	47644612	47644862
chr18	5141484	5141748
chr18	60620998	60621262
chr18	65151397	65151647
chr18	65253710	65253974
chr18	66187983	66188233
chr18	74146166	74146430
chr18	79544066	79544316
chr18	80349323	80349541
chr18	82536214	82536345
chr18	83392694	83392850
chr19	23782141	23782391
chr19	28908779	28909043
chr19	33252443	33252629
chr19	3341077	3341338
chr19	35538929	35539181
chr19	36964727	36964985
chr19	46836610	46836874
chr19	5050091	5050355
chr19	5296713	5296977
chr19	5477312	5477565
chr19	57162076	57162340
chr19	57167760	57168024
chr19	57239211	57239461
chr19	5756617	5756846
chr19	6374705	6374968
chr19	6423325	6423427
chr19	6830242	6830501
chr19	7082038	7082302
chr19	7314773	7315037
chr2	10050969	10051227
chr2	102279895	102280159
chr2	102677424	102677688
chr2	113362492	113362756
chr2	114262798	114263048
chr2	117387080	117387330
chr2	117432077	117432335
chr2	119237140	119237390
chr2	127437728	127437984
chr2	130657546	130657762
chr2	132379814	132380078
chr2	136803159	136803423
chr2	143882098	143882362
chr2	152075542	152075792
chr2	153045859	153046120
chr2	156686223	156686487
chr2	156757032	156757283
chr2	156888646	156888802
chr2	164850242	164850506
chr2	164989887	164990151
chr2	166212645	166212909
chr2	166828365	166828629
chr2	167144578	167144778
chr2	167774913	167775163
chr2	167963274	167963538
chr2	168647104	168647354
chr2	170738502	170738764
chr2	172103921	172104171
chr2	172283894	172284144
chr2	172392353	172392617
chr2	172863227	172863477
chr2	178565445	178565695
chr2	180824926	180825190
chr2	180904502	180904766
chr2	27164855	27165105
chr2	28413115	28413256
chr2	30311501	30311765
chr2	30336654	30336904
chr2	30413574	30413838
chr2	30744156	30744406
chr2	31716038	31716288
chr2	32194848	32195112
chr2	32895630	32895880
chr2	33593116	33593366
chr2	34014996	34015246
chr2	35610698	35610962
chr2	35640647	35640874
chr2	5319144	5319394
chr2	59348692	59348953
chr2	62088841	62089105
chr2	7051165	7051415
chr2	7270224	7270406
chr2	79455615	79455879
chr2	80632379	80632629
chr2	84511186	84511450
chr2	91695622	91695886
chr2	91925535	91925785
chr2	91973526	91973776
chr2	93529696	93529960
chr3	10011132	10011382
chr3	100417812	100418062
chr3	101047270	101047534
chr3	101405592	101405842
chr3	102698222	102698472
chr3	105693670	105693920
chr3	108358672	108358922
chr3	108386263	108386527
chr3	129641687	129641951
chr3	129948347	129948597
chr3	135649892	135650156
chr3	136039501	136039765
chr3	137211786	137212036
chr3	137623564	137623828
chr3	153812286	153812550
chr3	65765093	65765357
chr3	70102864	70103128
chr3	79066472	79066736
chr3	84204644	84204908
chr3	84246441	84246705
chr3	84442594	84442844
chr3	85310574	85310829
chr3	87546270	87546529
chr3	88171370	88171633
chr3	88226327	88226466
chr3	88482353	88482617
chr3	88484653	88484917
chr3	8863322	8863586
chr3	90451833	90452097
chr3	94917842	94918092
chr3	98419221	98419485
chr3	98426774	98427024
chr4	100597230	100597494
chr4	106454661	106454911
chr4	106528590	106528851
chr4	107612354	107612604
chr4	110788655	110788919
chr4	116160869	116161119
chr4	117878781	117879045
chr4	118548502	118548756
chr4	119241782	119242032
chr4	120859925	120860175
chr4	123153021	123153271
chr4	124397115	124397349
chr4	125172840	125173090
chr4	127178710	127178960
chr4	127211332	127211596
chr4	128489594	128489844
chr4	128608123	128608387
chr4	128713082	128713339
chr4	129122787	129123037
chr4	129124877	129125134
chr4	130007412	130007662
chr4	130087429	130087679
chr4	130141181	130141431
chr4	130909219	130909483
chr4	130952681	130952931
chr4	131836284	131836534
chr4	132077581	132077845
chr4	133053243	133053493
chr4	133074144	133074401
chr4	134454046	134454310
chr4	13586802	13587052
chr4	136281733	136281983
chr4	136469064	136469280
chr4	136755713	136755963
chr4	13709657	13709907
chr4	137297667	137297931
chr4	137476453	137476717
chr4	138718666	138718916
chr4	138855493	138855757
chr4	140741499	140741763
chr4	141419935	141420185
chr4	148604182	148604446
chr4	149602208	149602458
chr4	150940311	150940561
chr4	151276408	151276658
chr4	152062814	152063064
chr4	152088642	152088852
chr4	152120588	152120852
chr4	152213111	152213361
chr4	152354046	152354310
chr4	152816200	152816450
chr4	153424491	153424741
chr4	153717338	153717588
chr4	154024977	154025227
chr4	154071889	154072139
chr4	154080279	154080543
chr4	155156798	155157048
chr4	155246631	155246889
chr4	40884724	40884974
chr4	40920673	40920923
chr4	41029498	41029762
chr4	41760357	41760618
chr4	43189426	43189676
chr4	44306676	44306937
chr4	44973586	44973849
chr4	49057045	49057300
chr4	55329531	55329792
chr4	62727737	62727987
chr4	8928875	8929125
chr5	101064446	101064710
chr5	110459002	110459266
chr5	110598957	110599207
chr5	111155994	111156244
chr5	111216183	111216447
chr5	112781842	112782092
chr5	113018273	113018537
chr5	113300554	113300818
chr5	113344758	113345010
chr5	113345469	113345719
chr5	113517136	113517400
chr5	113589175	113589376
chr5	114923073	114923323
chr5	115571143	115571393
chr5	115932412	115932662
chr5	117248530	117248780
chr5	118113711	118113961
chr5	118880275	118880525
chr5	120653434	120653613
chr5	121892314	121892576
chr5	122169357	122169621
chr5	122775074	122775166
chr5	123254688	123254952
chr5	124173404	124173654
chr5	124287707	124287971
chr5	124351116	124351380
chr5	124934640	124934894
chr5	130854477	130854727
chr5	134255414	134255664
chr5	134401935	134402152
chr5	138894551	138894770
chr5	139202187	139202437
chr5	139203417	139203669
chr5	140061409	140061673
chr5	140549607	140549871
chr5	140659656	140659918
chr5	142760493	142760757
chr5	144550140	144550301
chr5	146627888	146628138
chr5	147381565	147381815
chr5	148620972	148621236
chr5	18436455	18436719
chr5	25085253	25085456
chr5	25116069	25116333
chr5	25791756	25792006
chr5	28387569	28387828
chr5	30622396	30622646
chr5	30718313	30718563
chr5	33994886	33995150
chr5	34170828	34171092
chr5	35795805	35796064
chr5	35837118	35837368
chr5	36313908	36314158
chr5	36918321	36918585
chr5	37226794	37227058
chr5	47986236	47986500
chr5	49999827	50000091
chr5	51783158	51783409
chr5	71026163	71026256
chr6	107936401	107936651
chr6	108074594	108074844
chr6	108817622	108817886
chr6	110137299	110137551
chr6	110554897	110555151
chr6	112728839	112729089
chr6	112900296	112900560
chr6	113991522	113991786
chr6	114712744	114712997
chr6	115004756	115005020
chr6	115362090	115362354
chr6	117071418	117071668
chr6	118851248	118851512
chr6	120509036	120509300
chr6	120960706	120960958
chr6	121045860	121046124
chr6	124429954	124430204
chr6	125711343	125711601
chr6	126808558	126808820
chr6	127181320	127181584
chr6	135636763	135637013
chr6	146124579	146124843
chr6	23853505	23853769
chr6	29017029	29017279
chr6	29101565	29101815
chr6	38240635	38240885
chr6	39225905	39226169
chr6	41104186	41104367
chr6	49672022	49672286
chr6	50528870	50529134
chr6	5332566	5332830
chr6	53958243	53958493
chr6	64598423	64598682
chr6	77862933	77863097
chr6	83360465	83360715
chr6	86115888	86116144
chr6	87448122	87448386
chr6	88191038	88191302
chr6	89342055	89342319
chr6	96116956	96117220
chr7	101017600	101017850
chr7	101537647	101537911
chr7	105414475	105414725
chr7	105519398	105519662
chr7	107665597	107665847
chr7	112378536	112378786
chr7	113140169	113140419
chr7	113247207	113247467
chr7	116186261	116186525
chr7	127816184	127816448
chr7	130964730	130964994
chr7	131855750	131856000
chr7	133234478	133234728
chr7	134938610	134938874
chr7	136038193	136038457
chr7	140912415	140912665
chr7	143302964	143303226
chr7	144839457	144839721
chr7	145197103	145197353
chr7	15980274	15980497
chr7	16146622	16146860
chr7	16149317	16149563
chr7	19426453	19426703
chr7	25049659	25049909
chr7	27366358	27366620
chr7	28903930	28904180
chr7	29512067	29512197
chr7	30435874	30436124
chr7	35744784	35745034
chr7	44885668	44885932
chr7	44905418	44905682
chr7	4508467	4508726
chr7	45235031	45235295
chr7	45240664	45240914
chr7	45257515	45257779
chr7	45315199	45315449
chr7	45338259	45338509
chr7	46618560	46618811
chr7	4783905	4784167
chr7	5090019	5090283
chr7	51964720	51964984
chr7	6419976	6420226
chr7	64765772	64766022
chr7	65074286	65074550
chr7	67064835	67064943
chr7	67717023	67717273
chr7	75292447	75292697
chr7	75852608	75852872
chr7	78027419	78027669
chr7	78597212	78597476
chr7	78691216	78691466
chr7	81462935	81463185
chr7	91935290	91935554
chr7	99529494	99529758
chr8	104411530	104411794
chr8	104540521	104540771
chr8	105571871	105572135
chr8	111678934	111679184
chr8	111736950	111737200
chr8	11476734	11476998
chr8	11763500	11763764
chr8	118902470	118902720
chr8	119532091	119532355
chr8	120352126	120352378
chr8	120368965	120369215
chr8	120382609	120382859
chr8	120427022	120427286
chr8	122461920	122462170
chr8	122554747	122554997
chr8	122739418	122739668
chr8	122769461	122769874
chr8	123150742	123151006
chr8	123234930	123235180
chr8	14112792	14113031
chr8	17015568	17015818
chr8	21915753	21916017
chr8	22758400	22758664
chr8	33626061	33626314
chr8	67866391	67866655
chr8	69177908	69178103
chr8	70453889	70454153
chr8	70780176	70780426
chr8	70822106	70822370
chr8	77173481	77173745
chr8	79112509	79112759
chr8	79534455	79534623
chr8	8143177	8143432
chr8	84201356	84201620
chr8	84203715	84203858
chr8	85515547	85515805
chr8	94323040	94323304
chr8	94945353	94945603
chr8	95346759	95347014
chr8	9581841	9582105
chr9	106290822	106291086
chr9	106300520	106300718
chr9	108403162	108403412
chr9	110377728	110377992
chr9	111439866	111440116
chr9	114646674	114646928
chr9	115771691	115771955
chr9	116138812	116139076
chr9	118147613	118147863
chr9	118964546	118964810
chr9	121000725	121000979
chr9	121075392	121075642
chr9	121373151	121373401
chr9	121414422	121414674
chr9	121443846	121444096
chr9	121967897	121968161
chr9	122455129	122455393
chr9	122611035	122611285
chr9	21473010	21473157
chr9	21737272	21737533
chr9	29884117	29884367
chr9	30143092	30143342
chr9	31331303	31331553
chr9	41118098	41118351
chr9	41191881	41192131
chr9	42646877	42647127
chr9	43681421	43681685
chr9	44091884	44092148
chr9	44829005	44829255
chr9	46788529	46788779
chr9	48222577	48222828
chr9	48473214	48473478
chr9	48678873	48679205
chr9	49980867	49981131
chr9	50375668	50375932
chr9	52738816	52739073
chr9	54215010	54215260
chr9	56604774	56605024
chr9	56891692	56891942
chr9	57775083	57775333
chr9	57967641	57967905
chr9	58242800	58243064
chr9	58467782	58468046
chr9	61556975	61557239
chr9	61830279	61830534
chr9	63059299	63059563
chr9	63702507	63702757
chr9	63876851	63877103
chr9	66733382	66733646
chr9	71498436	71498700
chr9	77849415	77849665
chr9	94302791	94303045
