chrom	start	end
chr15	31445400	31447012
chr5	125585680	125586105
chr3	60795004	60795792
chr19	42907037	42908056
chr15	86282444	86283822
chr15	86894859	86895115
chr14	100393317	100393937
chr5	115994012	115994533
chr19	59362158	59362226
chr7	130812923	130813671
chr8	95403429	95403707
chr12	79270417	79270518
chr6	85186363	85188439
chr1	181961053	181961262
chr16	67581675	67581806
chr4	55444586	55445123
chr1	118880868	118881320
chr3	101243449	101243632
chr5	67446772	67448023
chr2	165315781	165317380
chr14	121254513	121254958
chr16	32658028	32659203
chr3	88159083	88159210
chr11	114313515	114313923
chr1	154798777	154799023
chr6	146583334	146583395
chr8	119413132	119413562
chr8	47933600	47934077
chr6	94930312	94930367
chr19	10451692	10452285
chr13	60711200	60711625
chr4	139842379	139842686
chr7	28588931	28589401
chr10	93643381	93643455
chr8	117458709	117459075
chr2	91935917	91936335
chr5	35086217	35086557
chr7	16863672	16863775
chr15	65566037	65566083
chr8	84619601	84620164
chr7	45803281	45803707
chr10	83869535	83869743
chr1	40498885	40499504
chr8	34226708	34227049
chr8	90315234	90315764
chr13	59648842	59648957
chrX	75753602	75753756
chr5	30791311	30791358
chr2	179716878	179716912
chr3	95738188	95738303
chr11	54164283	54164936
chr11	121279732	121280428
chr11	76500712	76501204
chr19	55910539	55910643
chr2	116911991	116912314
chr15	59084522	59084784
chr2	129406306	129406819
chr1	76870685	76871096
chr4	118274064	118274154
chr9	115105250	115106670
chr4	141496050	141497048
chr7	128624534	128625116
chr11	70059796	70060041
chr11	76515373	76516266
chr18	31837478	31837581
chr2	26535136	26535403
chr3	135458038	135458285
chr7	111161594	111162577
chr5	23533623	23533879
chr19	37433393	37434492
chr15	89611536	89611653
chr15	12350207	12350626
chr7	80322771	80322960
chr1	71753083	71753442
chr3	28270830	28271604
chr9	67324254	67324587
chr5	77396582	77396675
chr15	77248646	77248880
chr12	10372711	10372894
chr19	31189817	31190408
chr19	10803297	10803873
chr11	102593719	102594046
chr17	29580062	29580252
chr10	119636996	119637569
chr4	139048997	139050084
chr9	79941942	79942681
chr19	57417432	57417932
chr4	149602285	149603656
chr1	171394363	171395488
chr9	106646104	106646467
chr2	75690354	75690835
chr5	63953922	63954342
chr8	12611931	12612536
chr2	181761821	181762375
chr9	61457804	61458408
chr16	52057520	52058174
chr3	20718935	20719252
chr17	73254586	73255309
chr11	98467562	98468494
chr16	66966058	66966360
chr3	97871932	97873119
chr5	27710494	27710879
chr19	23505126	23505471
chr14	51916741	51917950
chr13	63275279	63276915
chr4	130864986	130865744
chr3	146403348	146404094
chr11	75224188	75225260
chr13	51026116	51026386
chr16	25830623	25830742
chr17	33535241	33536027
chr12	87005957	87006022
chr2	17431447	17431734
chr7	16273235	16273657
chr11	120261153	120261708
chr14	58265661	58265942
chr14	117954929	117955517
chr4	148123262	148123891
chr10	76854625	76855110
chr7	90698920	90699293
chr11	35596056	35596760
chrX	165801899	165802174
chr11	94996375	94997297
chr11	60141215	60141613
chr11	49906975	49907500
chr9	15018875	15019055
chr14	15219039	15219080
chr3	116213884	116215660
chr3	79192435	79192537
chr5	121904246	121904907
chr13	108391037	108391264
chr13	95841097	95841468
chr15	10746884	10747521
chr3	127279080	127279339
chr4	120891029	120892003
chr17	87530518	87530737
chr4	41562645	41562826
chr8	14109432	14110715
chr14	22446602	22446903
chr18	33945013	33945153
chr11	117260864	117261953
chr2	143751726	143752194
chr8	106266421	106267204
chr2	18182682	18182936
chr14	23190108	23190460
chr13	112124781	112125057
chr7	101463860	101464390
chr13	43693640	43694094
chr19	50254485	50254976
chr4	143071663	143071837
chr15	52763743	52763924
chr17	27022127	27022652
chr7	66750531	66750975
chr2	32817560	32818013
chr16	89870139	89870192
chr2	77861038	77861662
chr13	34027857	34028209
chr5	111153248	111153794
chr19	48023926	48024362
chr7	81698375	81698871
chr3	6676882	6677078
chr8	11013302	11014074
chr16	65646963	65647064
chr12	110212576	110213003
chr3	20916786	20917101
chr1	187961381	187962668
chr13	16949397	16949457
chr5	87818247	87818431
chr1	136164497	136164755
chr13	63921506	63922756
chr2	32325418	32325804
chr6	33223565	33223817
chr10	127182736	127183126
chr4	119008928	119009217
chr7	75021439	75022176
chr11	71853969	71854778
chr15	80430842	80431460
chr5	34300671	34301454
chr9	101861814	101863223
chr12	25441060	25441223
chr9	46320051	46320369
chr9	110291001	110291701
chr2	132255014	132255435
chr4	119818813	119819277
chr18	42058175	42058525
chr10	112556359	112557322
chr12	58440052	58440151
chr17	79725357	79726166
chr16	29168469	29169567
chr5	151051744	151052218
chr14	79826911	79828301
chr9	119634904	119635182
chr11	81416250	81416835
chr4	87106193	87106721
chr8	14778318	14778674
chr2	59328292	59329163
chr5	122407712	122407790
chr6	115255057	115255369
chr13	119714753	119716201
chr8	89247756	89248435
chr16	31889736	31890485
chr11	90064744	90064813
chr2	73762084	73762681
chr11	78394552	78395076
chr13	51354104	51354361
chr12	58736692	58737298
chr18	32556667	32557196
chr7	46361763	46362259
chr11	81008110	81008676
chr4	136953181	136953516
chr18	77536870	77537579
chr14	32057291	32057862
chr11	116513002	116513478
chr2	93445677	93445944
chr1	115946689	115946813
chr12	3881921	3882414
chr3	144706760	144706844
chr4	151771152	151771931
chr10	62407451	62409368
chr2	93096609	93097561
chr6	91255891	91256321
chr13	60642287	60643288
chr2	153173709	153174015
chr17	14475030	14476580
chr13	95441413	95442174
chr5	103057938	103058367
chr19	10413881	10414872
chr4	136826459	136826544
chr15	80629647	80630160
chr1	89197192	89199161
chr2	3789439	3789779
chr15	97882722	97883017
chr18	30484710	30485036
chr4	111076267	111076583
chr18	60680003	60680945
chr7	29040205	29041059
chr14	46460042	46460240
chr3	31325685	31326441
chr15	99722290	99722638
chr1	151820959	151822380
chr1	137506306	137506685
chr5	32437871	32437922
chr7	110852448	110852887
chr2	112405729	112406018
chr2	79173426	79173700
chr14	117971667	117972743
chr6	94578730	94578900
chr3	154548123	154548841
chr3	34576811	34577137
chr9	41463132	41463390
chr13	94113900	94114585
chr7	130255228	130256360
chr7	19727836	19727899
chr8	65161805	65163173
chr17	29639075	29639480
chr1	191852918	191853064
chr11	82834468	82835805
chr5	131249290	131249950
chr14	27610523	27611252
chr9	43930741	43931865
chr12	33321998	33322382
chr15	38408822	38409540
chr10	128834437	128834598
chr2	29535688	29535932
chr1	192769801	192770134
chr13	43154466	43154751
chr4	148771026	148772109
chr5	146314449	146314753
chr4	35397670	35398326
chr13	44542077	44542272
chr9	116811599	116811818
chr2	26981525	26981842
chr17	30346302	30346800
chr1	182673851	182674531
chr17	66248631	66249077
chr9	83896467	83897212
chr3	132893999	132895273
chrX	10143805	10144333
chr19	57410438	57410837
chr8	78036146	78036433
chr4	153477525	153477896
chr10	121294890	121296268
chr1	39611174	39611587
chr8	91506148	91506685
chr4	63102925	63103272
chr6	144106681	144106861
chr8	95025748	95026555
chr13	103673509	103673887
chr11	106505918	106506693
chr7	73940776	73941095
chr13	19023087	19023701
chr17	8808862	8809158
chr4	151762338	151763049
chr4	52514426	52515155
chr9	118786272	118786896
chr9	64016396	64016604
chr2	118093522	118093831
chr10	125374136	125374919
chr8	119040980	119041469
chr8	8613920	8614153
chr2	70184271	70184932
chr4	104945979	104946508
chr12	25379254	25380443
chr14	7792108	7792493
chr11	11711760	11712051
chr13	18583460	18584182
chr2	166619473	166620301
chr2	26528839	26529068
chr12	88736808	88737279
chr10	95260914	95261264
chr11	50811194	50811351
chr9	66246609	66247003
chr18	80054743	80055179
chr17	78269841	78270008
chr9	20727363	20728096
chr5	96392688	96393375
chr4	141606868	141607020
chr1	158217317	158217380
chrX	136842294	136842419
chr2	121840765	121841131
chr3	136914925	136915201
chr8	106256863	106256936
chr13	57536938	57537090
chr7	132758140	132760375
chr19	53037830	53038192
chr11	118135552	118135717
chr14	24472364	24472800
chr11	118587804	118588727
chr6	127445794	127446123
chr5	20949267	20949381
chr16	17651798	17652089
chr11	63250665	63250814
chr4	104594866	104595094
chr15	90936927	90937781
chr17	47222744	47223745
chr10	105471581	105472186
chr5	125142560	125143312
chr14	64555167	64555542
chr3	66396169	66396631
chr11	107953123	107953486
chr2	165980131	165980727
chr4	139490267	139490621
chr9	112240811	112241667
chr15	81795141	81795557
chr1	16010127	16010423
chr15	94729305	94730294
chr4	81063188	81063261
chr8	125955894	125956228
chr2	143634062	143634547
chr6	69939396	69939733
chr6	31149007	31150418
chr2	60335054	60335570
chr13	70634243	70634535
chr11	108267812	108268881
chr13	109302339	109303544
chr10	20635029	20635854
chr3	144188006	144188765
chr14	66113739	66114052
chr5	129458635	129458930
chr7	79547928	79548618
chr3	127750749	127751574
chrX	169067957	169068099
chr8	68808009	68808111
chr7	96862780	96863296
chr4	33049650	33049769
chr15	79429574	79430114
chr10	117006739	117006940
chr11	36519302	36519608
chr7	144251064	144251315
chr15	61773228	61773624
chr16	18226674	18228437
chr17	34901100	34901324
chr1	20910365	20910596
chr3	39115097	39115415
chr11	88349734	88350213
chr1	133472898	133472948
chr5	111182611	111183736
chr5	93126607	93127112
chr18	9430923	9431436
chr2	17997382	17997845
chr3	68795360	68796064
chr2	129411332	129411845
chr15	98694647	98695058
chr7	49603523	49604723
chr7	55273770	55274070
chr9	113225269	113225653
chr13	52258031	52258347
chr11	60507598	60507834
chr4	88009342	88009553
chr1	175531056	175531437
chr3	21725710	21726036
chr7	110086077	110086646
chr8	4653255	4653366
chr10	94794714	94794974
chr19	56446146	56447082
chr1	61412748	61413436
chr12	39834999	39835299
chr5	31084001	31085830
chr2	155754881	155755209
chr18	50266688	50266763
chr18	61371850	61372236
chr6	145988025	145988167
chr15	82081448	82081591
chr6	120245563	120246301
chr11	98894695	98895287
chr8	84611189	84611485
chr12	105648962	105649081
chr3	126617708	126618418
chr3	101709745	101710880
chr11	64902209	64903604
chr2	181412877	181413157
chr8	87962710	87963057
chr4	101084878	101085575
chr6	67024136	67024340
chr5	74736939	74737172
chr4	155154966	155155935
chr5	144655178	144655792
chr16	65534068	65534612
chr7	80061135	80061472
chr5	72840739	72841278
chr12	106322017	106323551
chr10	61348724	61349000
chr17	87380262	87381005
chr8	25538713	25539165
chr3	107449421	107449811
chr2	153178321	153178627
chr3	59023927	59024407
chr12	70320680	70321461
chr4	130308375	130308590
chr5	107451334	107451880
chr8	109812556	109812949
chr7	16962933	16963123
chr14	120834211	120834967
chr18	77626072	77626275
chr19	25340516	25341648
chr11	97418724	97420098
chr7	64161133	64162701
chr18	34380032	34380244
chr4	128101346	128101697
chr12	51026085	51026745
chr17	62846650	62847470
chr5	71334930	71335168
chr17	65486847	65487205
chr2	178177266	178178017
chr15	39880194	39880930
chr17	10331339	10332128
chr6	40415138	40415401
chr9	88381564	88381697
chr12	105070172	105070897
chr11	101940911	101941101
chr2	28408901	28409189
chr15	88862998	88863213
chr1	36766731	36767204
chr9	108398128	108398964
chr2	129611908	129612643
chr7	123201274	123201685
chrX	146880108	146880185
chr8	26625673	26625761
chr13	94920959	94921330
chr17	83452376	83452894
chr9	46784641	46784972
chr5	140668693	140669032
chr12	76620876	76621873
chr15	81128241	81128486
chr7	101888963	101889940
chr7	126077850	126078587
chr6	145200887	145201295
chr14	21959328	21960293
chr9	61866862	61867687
chr13	113811064	113813246
chr7	131429629	131430128
chr9	105837708	105837897
chr17	27994189	27995055
chr1	188571012	188571762
chr2	58530524	58531195
chr13	57425461	57426875
chr13	52915905	52915970
chr5	114081794	114081975
chr19	31171224	31171556
chr13	81409153	81409323
chr6	148228815	148228896
chr6	147129497	147129868
chr18	69686822	69687633
chr3	152622978	152623681
chr13	103263954	103264175
chr11	104326241	104326666
chr18	76043834	76043976
chr17	56629859	56630007
chr5	135400778	135401033
chr7	45817530	45817800
chr2	33396760	33397149
chr11	46142482	46142681
chr16	31109307	31109678
chr1	152690983	152691420
chr17	30748884	30749156
chr1	57804426	57804667
chr2	28666118	28666548
chr9	47088274	47088690
chr11	55252996	55253581
chr15	10175965	10176180
chr4	106305206	106305478
chr17	45767181	45767234
chr14	30038547	30038782
chr4	129489182	129489553
chr16	18639394	18640066
chr11	90509363	90510771
chr6	128153446	128155644
chr13	99204368	99204530
chr14	26963163	26963281
chr2	139710054	139710520
chr2	181392146	181392784
chr11	97731427	97731607
chr12	80466122	80466855
chr16	30513918	30514250
chr17	73670375	73670534
chr15	37776962	37777507
chr6	49763046	49763240
chr7	112297001	112297664
chr10	77033568	77033717
chr10	70186509	70186911
chr2	4390795	4391124
chr12	86412863	86413499
chr5	114849678	114850359
chr8	119647474	119647625
chr3	96787969	96788406
chr4	59836103	59836266
chr12	109458456	109458758
chr14	47199469	47200385
chr17	46335884	46336012
chr8	14675648	14676285
chr17	23544110	23545017
chr8	90525087	90525675
chr2	104072387	104072689
chr1	189488252	189488766
chr18	69069887	69070159
chr11	55009005	55009575
chr7	78730000	78731588
chr6	95706849	95707080
chr4	137683160	137683327
chr3	137198428	137198669
chr7	102021185	102021698
chr17	70522464	70523277
chr8	69030482	69030512
chr18	71441833	71442583
chr12	35203696	35204223
chr10	80411694	80412081
chr18	61362898	61363102
chr7	80331201	80331919
chr1	91613463	91613980
chr13	114162349	114163166
chr8	60057328	60057467
chr8	22267291	22268154
chr18	62198281	62198921
chr5	33727906	33728900
chr8	88945516	88946327
chr17	54361211	54361388
chr8	89759286	89759931
chr3	53329839	53330989
chr7	113080610	113080844
chr5	121295013	121297032
chr15	87439928	87441069
chr1	135099728	135100027
chr2	170640868	170642084
chr10	115576982	115577443
chr15	58492546	58493066
chr3	89080311	89080406
chr8	117399177	117400072
chr12	104792221	104793143
chr15	96760510	96760694
chr10	8805520	8807613
chr16	6062543	6063019
chr7	46085628	46086565
chr4	120704605	120705230
chr3	82041535	82042056
chr4	103444308	103444939
chr15	27237996	27238469
chr4	124399421	124399838
chr9	21950718	21952357
chr15	41183779	41183977
chr18	68147218	68147348
chr6	120242410	120242648
chr14	112321266	112321905
chr5	72746989	72747191
chr11	112597029	112597155
chr10	120210531	120210748
chr5	104146762	104147148
chr4	124001886	124002351
chr12	25367519	25367845
chr13	39590377	39590526
chr2	7117119	7117900
chr6	22327699	22327972
chr4	106641729	106641822
chr2	144756880	144757465
chr6	106715430	106715642
chr14	61271993	61273132
chr8	36008282	36008804
chr10	18530468	18532372
chr2	3661913	3663170
chr8	120524958	120525607
chr10	77311455	77311866
chr8	8967432	8968150
chr1	72339207	72339660
chr5	135016998	135017261
chr19	53048427	53048738
chr16	96155705	96156100
chr12	70315118	70315899
chr16	52611955	52612034
chr5	112521635	112521960
chr8	121299088	121299452
chr19	54099784	54099892
chr10	85262857	85263721
chr11	101439835	101440058
chr14	34840496	34841516
chr15	7166596	7167464
chr3	116513514	116513722
chr2	154874751	154875100
chr14	55541912	55542467
chr14	122164728	122165148
chr7	74327653	74328479
chr1	37916225	37916351
chr4	106864491	106864892
chr13	46598767	46598959
chr6	135762018	135762336
chr9	56573399	56573670
chr1	171274533	171274787
chr10	67694061	67694253
chr12	111288028	111288721
chr9	55236220	55236852
chr2	138293461	138293780
chr8	117375805	117377133
chr6	113279994	113281218
chr7	109146553	109147077
chr3	89160685	89161319
chr14	61029851	61029939
chr13	71502340	71502588
chr7	34615308	34615876
chr4	120074866	120075307
chr5	53853576	53854036
chr8	72416415	72416825
chr7	78785187	78785791
chr18	36358836	36359030
chr1	41024460	41024913
chr1	152353203	152353550
chr6	117874158	117874357
chr13	38482283	38482694
chr15	101345901	101346684
chr4	149111075	149111178
chr1	89847896	89848453
chr1	37714769	37715386
chr15	76691995	76692293
chr8	58400473	58400836
chr5	63829369	63829426
chr11	118886094	118886573
chr9	101915775	101916329
chr9	99166370	99167139
chr9	109010428	109010632
chr19	58331047	58331318
chr2	35836389	35836928
chr9	108999892	109000053
chr5	125267144	125267545
chr5	118273832	118274377
chr3	158062823	158062872
chr17	81563549	81563679
chr1	192823570	192823920
chr5	96378077	96378185
chr6	38238042	38238667
chrX	11095390	11096912
chr11	108228113	108228641
chr8	121984440	121984913
chr11	72000194	72000842
chr7	114118272	114119954
chr15	37578436	37579035
chr15	99303232	99303431
chr13	46814729	46815151
chr14	79642612	79642946
chr17	25541995	25542635
chr2	30760998	30761599
chr3	89351847	89353715
chr11	105845295	105845386
chr2	103828938	103829160
chr13	43526392	43527543
chr1	37910631	37911225
chr4	63213886	63214428
chr12	37492059	37492292
chr14	74605755	74605898
chr7	78462568	78462810
chr11	104183272	104183455
chr14	121664786	121665344
chr7	64014300	64014929
chr11	117040519	117040799
chr2	164380482	164380907
chr2	32378746	32380289
chr14	96256926	96256985
chr19	14249811	14250823
chr4	138967769	138968042
chr1	46758101	46758287
chr3	127026666	127027145
chr6	108413352	108413532
chr2	172973377	172973511
chr11	18372656	18372764
chr10	99563790	99564635
chr8	47988637	47989571
chr14	70075202	70077007
chr4	155193898	155194169
chr18	68121752	68122051
chr4	120668531	120669210
chr2	165095752	165096003
chr15	102138123	102140955
chr19	36540163	36542443
chr13	15426141	15426525
chr9	108576542	108577061
chr6	145429768	145430403
chr6	40197747	40198896
chr4	46767371	46768104
chr13	42982005	42982715
chr18	38307399	38307894
chr12	111270846	111272462
chr7	111577092	111577555
chr17	56307594	56308200
chr2	17771107	17771254
chr10	21956324	21956547
chr8	10844112	10844507
chr4	130807968	130809066
chr13	43584978	43585086
chr8	114889096	114889358
chr9	117593612	117593843
chr2	34126149	34127269
chr15	83014022	83014922
chr14	118610299	118610773
chr5	98947770	98948895
chr15	6621450	6622453
chr4	120200516	120200745
chr5	134241642	134242074
chr11	72411971	72412321
chr5	125735722	125736796
chr11	115342578	115342715
chr16	63101015	63102289
chr3	102486711	102486801
chr9	37016955	37017265
chr8	26348190	26349399
chr12	68879888	68880377
chr7	132391052	132391285
chr2	71701237	71701474
chr19	4196753	4196982
chr17	83483635	83484127
chr12	84242273	84242687
chr16	95577792	95578578
chr16	23629692	23629969
chr1	157731141	157731701
chr13	103965794	103966137
chr11	35917495	35918638
chr16	5145103	5145458
chr1	195002396	195002725
chr2	30864022	30864322
chr11	116622415	116622480
chr9	27807582	27807840
chr5	135024182	135026072
chr5	104336849	104337660
chr11	3701081	3702551
chr5	96391143	96392190
chr1	176597593	176598185
chr1	61839447	61839579
chr9	25547241	25547346
chr2	35684838	35685653
chr14	15415612	15416080
chr5	140251878	140252204
chr2	104288075	104288462
chr6	88009247	88009967
chr7	49327123	49327471
chr7	17031455	17032085
chr9	83307602	83308286
chr11	94428993	94430524
chr6	145434271	145434852
chr5	102655927	102656245
chr9	104936356	104936599
chr17	8760752	8760838
chr4	152399028	152399221
chr1	88720942	88722365
chr17	90083894	90084513
chrX	62759091	62759172
chr10	90605322	90605473
chr1	52452387	52452739
chr12	100768470	100769033
chr15	62252113	62252874
chr4	132184415	132184937
chr6	144871378	144871672
chr6	91718783	91719251
chr7	67751533	67752239
chr6	106793899	106794282
chr8	108123918	108124289
chr2	160207347	160207506
chr1	89132190	89134023
chr3	104614404	104614607
chr2	152238674	152239363
chr9	56239554	56239733
chr7	49073541	49074142
chr11	98433025	98433231
chr12	76196951	76196981
chr4	134614729	134615115
chr2	119798227	119798690
chr19	24420029	24421037
chr19	17807944	17808285
chr5	97082199	97082923
chr11	110566036	110567718
chr2	10072676	10072856
chr5	97159515	97160492
chr4	55421920	55422046
chr16	28918823	28919118
chr4	9442030	9442656
chr14	40006334	40006474
chr16	33166986	33167445
chr6	114820817	114821242
chr18	52962213	52962427
chr17	83216209	83216848
chr8	125976335	125976652
chr2	119723397	119723901
chr13	73488942	73489046
chr14	54210109	54210276
chr18	68058028	68058293
chr7	120596343	120596658
chr17	5224509	5224794
chr10	13437581	13437639
chr2	143687885	143689140
chr19	6857989	6858842
chr14	54971146	54971392
chr15	64240373	64240660
chr2	28195905	28197064
chr1	64048180	64048277
chr6	134291265	134291577
chr13	102813552	102814395
chr10	61592399	61592844
chr19	24217198	24218540
chr13	38119693	38119894
chr7	81269582	81270133
chr7	144463511	144463859
chr8	17131907	17132075
chr2	50032290	50032410
chr10	127570993	127571059
chr7	122418304	122420224
chr7	65580510	65580730
chr15	89292544	89293069
chr5	129060243	129060550
chr11	93405648	93406088
chr16	35182567	35182965
chr7	50191373	50191852
chr4	127872700	127873237
chr3	107064577	107065081
chr5	146309841	146310145
chr11	96756826	96757485
chr11	36702635	36703414
chr19	44832716	44833128
chr5	118200951	118201093
chr9	79959355	79959792
chr17	35687541	35687854
chr13	5843928	5845004
chr1	39341745	39343043
chr9	103749648	103750729
chr11	118900766	118902319
chr17	84426012	84426114
chr5	131467523	131467972
chr12	110881116	110881494
chr5	112320243	112320401
chr1	89168860	89169308
chr4	43936525	43936614
chr1	60724960	60725338
chr8	25249143	25249385
chr12	32607661	32608375
chr6	32923025	32923166
chr7	18905889	18906093
chr5	116235207	116235370
chr5	124250520	124251542
chr3	130702503	130702699
chr17	88326354	88326652
chr2	35875786	35875965
chr15	84207838	84208215
chr8	86885802	86886332
chr6	71897176	71897369
chr19	23141610	23142475
chr13	114198591	114199544
chr11	50113021	50113705
chr11	70908392	70908638
chr10	120341119	120341331
chr19	41756893	41756918
chr9	119433108	119433327
chr6	120964833	120965140
chr2	165231530	165231971
chr16	4117871	4117965
chr3	37903953	37904132
chr15	7195471	7195648
chr17	90336474	90336871
chr2	41883111	41883460
chr14	25125523	25126106
chr6	50464706	50465249
chr3	135559594	135561139
chr14	27315915	27316150
chr17	27360595	27360968
chr8	106253798	106254063
chr4	128714501	128715250
chr4	152781901	152782961
chr10	5493496	5495626
chr13	72483406	72483494
chr9	52273519	52273679
chr6	114052339	114053261
chr7	29249527	29249709
chr16	36651934	36652591
chr2	143756662	143757130
chr11	24450057	24450392
chr10	59533987	59535499
chr12	106144967	106145623
chr16	33168922	33169021
chr9	106435941	106436732
chr12	40458615	40458806
chr8	45607913	45608082
chr5	21644688	21645025
chr13	77587408	77588660
chr13	41355110	41356103
chr5	124256564	124257586
chr11	77823441	77823616
chr16	49837144	49838041
chr3	149228994	149229117
chr11	101164760	101165091
chr3	19300183	19300949
chr10	61384909	61386286
chr8	54803086	54803720
chr4	137512619	137512948
chr7	79364241	79365056
chr3	87195600	87196047
chr4	110527685	110527924
chr1	84367941	84368600
chr5	43517810	43518206
chr5	116642165	116642847
chr6	54702299	54702572
chr2	92303839	92304397
chr9	55453917	55454333
chr16	57861446	57862304
chr9	36884651	36884856
chr3	95733958	95734073
chr9	113180178	113181598
chr11	5131769	5132383
chr5	148639022	148639223
chr2	33473016	33473448
chr17	26958603	26959078
chr4	41707763	41707798
chr17	50178298	50178755
chr5	142184223	142184563
chr11	66514767	66516189
chr7	122819920	122820023
chr18	46396810	46396933
chr5	105560346	105560591
chr17	14599456	14600482
chr15	100603541	100603584
chr4	58271025	58271064
chrX	69861204	69861451
chr1	158951888	158952545
chr1	75392726	75393002
chr6	38048885	38049026
chr2	168926142	168926267
chr5	139343826	139344108
chr1	132423297	132423761
chr4	139611901	139612069
chr5	105740469	105740896
chr11	51869743	51870219
chr11	67114100	67116274
chr15	64181918	64182209
chr14	75678563	75678729
chr13	20398150	20398307
chr3	39960937	39961185
chr3	144068991	144069133
chr15	36142661	36143565
chr17	71248184	71248977
chr1	135786351	135786656
chr9	121392435	121392585
chr1	175188205	175189002
chr4	116205130	116205166
chr2	122592144	122593173
chr19	6532091	6532571
chr15	11995810	11996014
chr2	144831160	144832185
chr19	53127053	53127485
chr5	35746157	35746592
chr13	57793008	57793135
chr1	57817418	57818038
chr2	146350103	146350482
chr2	166503542	166503835
chr1	180311213	180311345
chr7	28428025	28428609
chr14	121751205	121751843
chr9	79751548	79751640
chr15	81868145	81868569
chr2	132944262	132944726
chr12	53110864	53110945
chr11	120013126	120013312
chr18	74893561	74894862
chr6	115986825	115987273
chr15	33108489	33108819
chr11	36224840	36225882
chr4	44034596	44034759
chr5	44686568	44686686
chr12	113190385	113190539
chr17	68837126	68838155
chr8	124076520	124076994
chr4	131828117	131828385
chr6	87538226	87539005
chr18	42120060	42120593
