chrom	start	end
chr9	21817032	21817679
chr9	42238452	42238949
chr9	57244013	57244433
chr9	120378327	120378869
chr9	118700793	118701800
chr9	67782071	67782942
chr9	65244260	65245121
chr9	4979295	4979815
chr9	105967869	105968805
chr9	80595853	80596240
chr9	62240258	62240985
chr9	67161909	67162995
chr9	119054019	119054583
chr9	96228806	96229440
chr9	37538049	37540470
chr9	121967833	121968331
chr9	121387300	121388129
chr9	120451995	120452695
chr9	116115999	116116561
chr9	114745101	114745419
chr9	108120297	108120894
chr9	106250177	106250757
chr9	75787262	75787483
chr9	69823246	69823844
chr9	67785825	67786384
chr9	66666896	66667514
chr9	63862445	63863911
chr9	61699160	61699690
chr9	61384719	61386445
chr9	56176661	56176845
chr9	43387352	43387835
chr9	42801362	42802185
chr9	40607798	40608218
chr9	40449740	40451374
chr9	21806495	21807573
chr9	98712423	98712811
chr9	98492292	98492943
chr9	72366637	72367069
chr9	65195267	65195929
chr9	15027102	15027717
chr9	99340080	99340728
chr9	67780187	67780694
chr9	58468800	58469379
chr9	106640539	106641836
chr9	101018756	101019023
chr9	40707461	40707639
chr9	31384915	31385452
chr9	43111356	43111644
chr9	121982715	121982978
chr9	114964357	114964689
chr9	113578123	113578551
chr9	112251468	112252207
chr9	112140522	112141929
chr9	110293701	110294401
chr9	79392250	79392435
chr9	77425011	77426789
chr9	56794514	56795714
chr9	49229050	49229735
chr9	8898071	8898765
chr9	58184535	58185219
chr9	121786279	121786842
chr9	113518564	113519346
chr9	105392557	105393102
chr9	94724571	94725531
chr9	21737143	21738215
chr9	115044855	115045403
chr9	110372109	110372381
chr9	72758314	72759311
chr9	57964962	57966007
chr9	21153801	21154575
chr9	122610669	122611629
chr9	121828158	121829313
chr9	121640642	121641897
chr9	121382889	121384507
chr9	113266712	113267969
chr9	107295418	107296126
chr9	106299418	106301122
chr9	99438737	99439786
chr9	65560374	65560525
chr9	57986371	57986885
chr9	56777342	56778410
chr9	44722689	44723336
chr9	114988761	114990335
chr9	42307467	42308040
chr9	56786122	56786595
chr9	110914555	110915796
chr9	41968625	41969002
chr9	68683669	68684753
chr9	67170488	67171225
chr9	58863121	58864555
chr9	40629445	40630732
chr9	64126223	64126395
chr9	99127195	99128542
chr9	106289534	106290552
chr9	56715637	56716289
chr9	120023565	120024242
chr9	47422107	47423219
chr9	56873660	56874585
chr9	115220683	115221040
chr9	119572898	119573363
chr9	119334220	119334588
chr9	100467680	100467887
chr9	63892399	63892952
chr9	13583379	13584556
chr9	119885681	119886388
chr9	114072954	114074446
chr9	68672222	68672708
chr9	66212937	66213173
chr9	58419809	58420579
chr9	45707398	45707953
chr9	55579828	55579956
chr9	119566054	119566517
chr9	121506494	121507727
chr9	53374323	53375316
chr9	121832581	121833304
chr9	104755596	104756097
chr9	108831418	108832943
chr9	102723514	102724382
chr9	64455686	64456196
chr9	46327885	46328742
chr9	26741526	26742072
chr9	76043102	76043586
chr9	90202206	90202856
chr9	42110017	42112060
chr9	42106821	42107475
chr9	96398029	96398801
chr9	92614807	92615241
chr9	46782379	46783130
chr9	57604629	57605679
chr9	60920183	60920916
chr9	45634983	45636029
chr9	50545799	50546362
chr9	31225614	31227038
chr9	63612894	63613488
chr9	78126792	78126894
chr9	61890047	61890499
chr9	30849624	30849799
chr9	110893896	110894357
chr9	109096132	109097443
chr9	65600005	65600215
chr9	64659164	64659620
chr9	63666642	63667523
chr9	48771456	48772043
chr9	43745667	43747252
chr9	40417753	40418134
chr9	35045225	35045760
chr9	107597092	107597456
chr9	28566014	28566794
chr9	103142100	103143304
chr9	68663613	68664087
chr9	14998560	14999041
chr9	68547397	68547627
chr9	62354787	62355397
chr9	49733698	49734383
chr9	40376875	40377631
chr9	58128585	58129801
chr9	120755327	120755576
chr9	97601467	97602164
chr9	111762703	111763734
chr9	69470080	69471002
chr9	37196294	37196963
chr9	14904122	14904589
chr9	93969076	93970356
chr9	63131511	63132210
chr9	45528904	45529884
chr9	118179024	118179540
chr9	107348743	107349653
chr9	96437010	96437747
chr9	34658203	34658410
chr9	72901441	72902402
chr9	120443575	120444039
chr9	117244277	117244554
chr9	120174076	120174661
chr9	42028884	42030154
chr9	110380585	110382128
chr9	31881750	31882199
chr9	61403466	61404496
chr9	65361804	65362300
chr9	45744820	45745737
chr9	104928498	104928823
chr9	63876291	63877560
chr9	45431637	45434172
chr9	26718197	26718487
chr9	74985774	74985969
chr9	98695020	98695530
chr9	79921848	79922632
chr9	48678232	48679089
chr9	28860969	28862163
chr9	117382873	117383610
chr9	120150985	120151410
chr9	14553440	14553795
chr9	88329151	88330264
chr9	49472478	49472985
chr9	103696871	103697773
chr9	100622655	100623280
chr9	122325592	122326000
chr9	90020951	90021387
chr9	81225421	81225750
chr9	80832618	80832809
chr9	22833970	22834361
chr9	15551217	15551492
chr9	106377140	106377742
chr9	99163601	99164370
chr9	86668174	86668993
chr9	61756246	61757735
chr9	61744979	61746028
chr9	51778669	51779617
chr9	46448708	46449005
chr9	42012772	42013420
chr9	21668970	21669350
chr9	13181015	13181381
chr9	121516695	121516943
chr9	121064457	121065252
chr9	120893456	120894410
chr9	120472548	120473349
chr9	120420870	120421585
chr9	119518993	119519561
chr9	118788896	118789520
chr9	118228610	118229206
chr9	115512537	115513518
chr9	115179300	115180152
chr9	114830494	114831307
chr9	114663563	114664779
chr9	114479921	114479986
chr9	113830134	113830576
chr9	112153562	112154443
chr9	111056475	111058160
chr9	108809701	108810196
chr9	108573197	108573745
chr9	108205283	108205667
chr9	108151759	108152449
chr9	107526275	107527466
chr9	106648467	106648830
chr9	106645368	106646727
chr9	106486121	106486469
chr9	106469260	106469516
chr9	106433150	106433941
chr9	106043804	106045022
chr9	105078606	105078762
chr9	104668736	104669051
chr9	101865223	101866632
chr9	100337286	100338080
chr9	100307913	100308593
chr9	98374791	98375287
chr9	97466146	97466261
chr9	96826132	96826355
chr9	96678146	96678360
chr9	96425616	96426633
chr9	96396792	96397010
chr9	96207684	96208158
chr9	94820042	94820312
chr9	88291291	88291691
chr9	87477976	87478174
chr9	83304918	83305602
chr9	83082095	83083223
chr9	75478389	75479824
chr9	75357960	75358001
chr9	74435903	74436368
chr9	72639179	72640583
chr9	72428008	72428252
chr9	72101731	72101965
chr9	68884554	68885411
chr9	68873569	68874109
chr9	68872900	68873138
chr9	68403028	68403957
chr9	68115174	68116904
chr9	66322107	66322438
chr9	64221414	64221879
chr9	63293066	63294312
chr9	62370347	62370996
chr9	61398183	61399120
chr9	60678846	60679102
chr9	60296420	60297022
chr9	59998714	59998850
chr9	58308320	58308885
chr9	58233647	58233794
chr9	57406577	57407209
chr9	56119916	56120672
chr9	50795687	50795851
chr9	50700202	50701310
chr9	50649677	50649916
chr9	44239113	44239329
chr9	43548175	43550065
chr9	43468057	43469790
chr9	43357720	43358861
chr9	42401556	42401882
chr9	42082662	42085099
chr9	41968007	41968237
chr9	40605803	40607229
chr9	37022216	37022306
chr9	35329917	35330159
chr9	34995541	34996663
chr9	32823824	32824472
chr9	32748304	32749003
chr9	32464223	32464507
chr9	31114444	31114808
chr9	27201426	27202332
chr9	21587386	21588074
chr9	20874832	20875861
chr9	16498676	16498789
chr9	16289161	16289956
chr9	16029153	16030126
chr9	15792689	15793049
chr9	15509192	15510013
chr9	15016695	15016875
chr9	14973785	14974519
chr9	14674397	14675042
chr9	14536147	14536212
chr9	8223717	8224026
chr9	118720421	118720583
chr9	72841727	72842014
chr9	122583374	122585547
chr9	121381709	121382828
chr9	120629705	120630469
chr9	111330819	111331521
chr9	109007214	109008849
chr9	101730556	101731017
chr9	96446766	96447095
chr9	90059950	90060175
chr9	79913175	79913755
chr9	63711887	63712117
chr9	63610923	63611594
chr9	62923422	62923637
chr9	56738045	56738882
chr9	56722702	56723300
chr9	51875159	51875737
chr9	46110377	46111032
chr9	75699523	75700284
chr9	21174729	21174925
chr9	61820511	61820969
chr9	53440319	53440662
chr9	29916050	29916851
chr9	121376852	121377687
chr9	112136480	112136981
chr9	101868458	101868790
chr9	69469056	69469249
chr9	61686713	61687001
chr9	61412872	61413058
chr9	60288823	60289302
chr9	53307257	53308156
chr9	49340933	49341582
chr9	122516601	122516776
chr9	96782004	96782393
chr9	44158766	44158836
chr9	41285146	41287484
chr9	23564826	23565102
chr9	120398464	120398982
chr9	108107003	108107663
chr9	105878601	105878802
chr9	98858059	98858354
chr9	50582236	50583475
chr9	47716727	47718541
chr9	20820021	20820338
chr9	14089443	14090080
chr9	13622518	13622856
chr9	7956176	7957449
chr9	121998745	121999061
chr9	121560105	121560889
chr9	121491615	121492835
chr9	119887349	119887754
chr9	119570780	119572617
chr9	119004148	119005957
chr9	118985761	118987713
chr9	111453415	111453844
chr9	111443588	111444470
chr9	110896039	110896931
chr9	107982009	107983002
chr9	105488611	105489917
chr9	103852642	103852896
chr9	98035170	98035293
chr9	85673771	85674357
chr9	77785438	77785846
chr9	67506438	67506498
chr9	66988224	66989872
chr9	66038263	66038728
chr9	64500858	64501542
chr9	63794695	63795524
chr9	62559896	62560531
chr9	61781538	61782360
chr9	61416198	61417856
chr9	52202840	52203824
chr9	45517478	45518492
chr9	40554197	40554616
chr9	37554157	37554343
chr9	36886856	36887061
chr9	25349424	25349811
chr9	20823112	20823629
chr9	14740527	14740797
chr9	122687813	122690032
chr9	118900149	118901136
chr9	60281865	60282012
chr9	42337070	42337333
chr9	42176283	42176531
chr9	41331154	41331369
chr9	122410326	122411106
chr9	85342559	85342750
chr9	78549018	78549450
chr9	64564404	64564779
chr9	63231890	63232311
chr9	122420577	122420938
chr9	111562430	111563464
chr9	102325633	102326934
chr9	49524760	49525283
chr9	43627714	43627867
chr9	41665126	41666169
chr9	95744947	95745625
chr9	70133901	70134722
chr9	55233588	55234220
chr9	49365437	49366263
chr9	42636044	42636463
chr9	27352618	27353529
chr9	22056022	22056522
chr9	119938111	119938619
chr9	119626892	119627671
chr9	119033022	119033982
chr9	117927182	117927742
chr9	113643691	113644068
chr9	113625012	113625901
chr9	112221431	112224689
chr9	112208693	112210781
chr9	112116034	112116815
chr9	110377717	110378310
chr9	102333514	102333752
chr9	102159662	102160056
chr9	94972155	94973013
chr9	77965990	77966550
chr9	77500303	77500862
chr9	68927084	68928158
chr9	66249003	66249397
chr9	62356659	62357257
chr9	58110340	58111310
chr9	57993200	57994081
chr9	57954361	57954784
chr9	56663172	56664235
chr9	51825661	51826407
chr9	44398490	44399373
chr9	42646857	42647131
chr9	37248183	37248593
chr9	36941106	36942190
chr9	36900795	36901152
chr9	35169936	35170265
chr9	34810097	34810969
chr9	32494408	32495111
chr9	32391615	32392477
chr9	21932818	21933665
chr9	21097638	21098411
chr9	14596101	14597062
chr9	115101830	115103250
chr9	99017665	99017929
chr9	56450264	56450491
chr9	43131492	43131889
chr9	117801148	117801658
chr9	115939513	115939999
chr9	55451501	55451917
chr9	42987561	42987687
chr9	121106670	121107290
chr9	118943786	118944707
chr9	116195365	116195676
chr9	109108195	109108838
chr9	102408296	102408500
chr9	98861299	98861751
chr9	98292738	98293368
chr9	96838995	96839780
chr9	95435351	95435903
chr9	77772699	77773127
chr9	70807675	70807993
chr9	67506795	67507781
chr9	58169070	58169996
chr9	56869422	56869815
chr9	49034763	49035297
chr9	43473525	43474564
chr9	42217485	42217829
chr9	21943603	21944613
chr9	16202120	16203050
chr9	34721473	34721849
chr9	119435327	119435546
chr9	94702249	94702766
chr9	65730646	65731069
chr9	48441035	48441553
chr9	121010499	121011008
chr9	120619085	120620570
chr9	116769615	116769968
chr9	111366441	111366951
chr9	103499649	103500158
chr9	83768855	83769438
chr9	66091419	66091854
chr9	62199517	62199731
chr9	51168002	51168915
chr9	49210930	49211151
chr9	31271977	31272305
chr9	17768750	17769121
chr9	96778786	96778874
chr9	120004155	120004483
chr9	119561904	119563183
chr9	115930208	115930604
chr9	114543957	114544574
chr9	69457923	69458435
chr9	69027894	69028091
chr9	62366329	62368131
chr9	44870934	44871073
chr9	33233636	33234312
chr9	16206300	16206698
chr9	111908224	111908934
chr9	120274924	120275565
chr9	103057474	103057850
chr9	47095589	47095866
chr9	119094106	119094920
chr9	102249038	102249588
chr9	61695452	61695721
chr9	41727456	41727629
chr9	36715905	36716032
chr9	102267306	102268429
chr9	37217846	37218575
chr9	120866984	120867084
chr9	116465554	116466410
chr9	69209499	69209667
chr9	60466819	60467512
chr9	34551443	34552395
chr9	120494053	120495171
chr9	115710141	115710650
chr9	107512339	107512872
chr9	105254678	105256065
chr9	102373304	102374124
chr9	99388725	99390121
chr9	71399607	71400340
chr9	63923271	63923545
chr9	48538104	48539238
chr9	44081358	44082547
chr9	37019265	37019575
chr9	34706150	34707301
chr9	31989601	31990262
chr9	103207682	103208328
chr9	61460408	61461012
chr9	45628851	45628988
chr9	118947884	118949614
chr9	54708160	54708651
chr9	37136293	37136910
chr9	55367763	55368106
chr9	50866452	50867524
chr9	45129166	45129610
chr9	122635657	122635938
chr9	121983268	121983663
chr9	105884499	105885379
chr9	64644477	64644695
chr9	59603847	59604142
chr9	48693518	48693772
chr9	48197355	48197970
chr9	45619704	45620686
chr9	45545911	45546279
chr9	34841896	34842277
chr9	34665356	34666122
chr9	31566122	31566905
chr9	48607146	48607862
chr9	118995999	118996827
chr9	76016316	76016502
chr9	30619181	30619430
chr9	115212117	115212519
chr9	88346992	88347810
chr9	45434466	45435051
chr9	43786542	43787064
chr9	43544974	43545930
chr9	103750515	103751030
chr9	103488470	103489342
chr9	117163077	117163589
chr9	36990689	36991699
chr9	90264733	90264820
chr9	29557947	29558326
chr9	67029580	67029837
chr9	115037545	115038567
chr9	61405197	61406043
chr9	21330153	21330443
chr9	119643323	119644262
chr9	118974739	118975657
chr9	115322249	115322852
chr9	60648242	60648476
chr9	33772660	33772953
chr9	32674946	32675877
chr9	110338855	110339327
chr9	57637777	57638398
chr9	49664959	49665613
chr9	47545517	47546294
chr9	36878286	36878685
chr9	23751913	23752460
chr9	107507884	107508837
chr9	86951861	86952461
chr9	45505485	45506116
chr9	29529242	29529564
chr9	64985335	64986375
chr9	57428043	57428517
chr9	41793460	41794087
chr9	104001424	104001873
chr9	46786972	46787303
chr9	118991913	118992359
chr9	42764581	42765696
chr9	43327545	43327939
chr9	35491400	35491675
chr9	120194056	120194260
chr9	123126483	123127007
chr9	122500385	122501066
chr9	118175624	118175930
chr9	115774015	115774137
chr9	115658623	115659153
chr9	115129721	115130453
chr9	109021147	109022492
chr9	108488314	108488546
chr9	107239312	107239656
chr9	106177857	106178405
chr9	99685326	99685594
chr9	96224383	96224644
chr9	94487677	94488124
chr9	89229485	89229610
chr9	88378805	88379154
chr9	77557423	77557681
chr9	70110752	70112051
chr9	67321921	67322254
chr9	61081581	61082194
chr9	60995278	60995589
chr9	55344125	55344486
chr9	49595554	49596199
chr9	45062764	45063777
chr9	42383102	42383300
chr9	34847793	34848047
chr9	32104807	32104984
chr9	30367940	30368621
chr9	29429761	29430330
chr9	28302733	28303077
chr9	27435866	27436325
chr9	6343021	6343237
chr9	121360532	121361682
chr9	121271474	121271731
chr9	119801603	119802146
chr9	117381247	117381361
chr9	114840746	114840777
chr9	114798111	114798495
chr9	104938599	104938842
chr9	104777263	104778488
chr9	103675021	103675695
chr9	103426099	103426948
chr9	101738864	101739975
chr9	98229073	98229246
chr9	97295024	97295781
chr9	96690544	96691096
chr9	90076793	90076957
chr9	86981543	86982120
chr9	86778118	86778588
chr9	80204033	80204397
chr9	77574112	77574511
chr9	49653532	49654099
chr9	49551075	49551214
chr9	48161146	48161733
chr9	47999264	48000212
chr9	46557882	46558637
chr9	46516875	46517438
chr9	43562981	43563147
chr9	43280948	43281225
chr9	42906064	42906503
chr9	41989954	41991017
chr9	36993697	36994603
chr9	34346908	34347821
chr9	32464879	32465739
chr9	32247175	32247437
chr9	30156335	30156794
chr9	29785028	29785237
chr9	29578348	29578725
chr9	29378173	29378312
chr9	21233698	21233998
chr9	16915265	16915494
chr9	15773475	15773786
chr9	15650929	15650964
chr9	14195289	14195522
chr9	11863549	11863731
chr9	123789371	123790414
chr9	123634422	123634637
chr9	123480310	123480886
chr9	123382592	123382965
chr9	122421440	122422650
chr9	122256454	122256599
chr9	121881057	121882094
chr9	121796219	121796401
chr9	121777371	121777956
chr9	121389474	121389811
chr9	121384557	121385091
chr9	121373025	121373980
chr9	121352264	121352552
chr9	121217853	121217994
chr9	120918240	120918690
chr9	120519127	120520067
chr9	120495588	120496645
chr9	120487207	120487673
chr9	120433125	120433810
chr9	120396727	120397132
chr9	120311270	120312148
chr9	120098445	120098698
chr9	119632314	119632826
chr9	119584717	119584978
chr9	119473424	119474304
chr9	119355624	119356473
chr9	119063079	119063808
chr9	117591381	117591612
chr9	116809380	116809599
chr9	116728120	116728993
chr9	116331613	116332255
chr9	116125310	116125434
chr9	115608638	115608803
chr9	115201595	115202154
chr9	115173051	115173269
chr9	115139499	115139794
chr9	115067177	115068202
chr9	115050780	115051244
chr9	114935808	114935893
chr9	114676285	114676694
chr9	114595515	114595774
chr9	114111722	114112516
chr9	113849768	113850712
chr9	113387360	113387871
chr9	113340236	113341267
chr9	113061167	113061423
chr9	112773285	112773619
chr9	112196450	112197050
chr9	112130375	112131105
chr9	112125967	112126925
chr9	112085276	112085685
chr9	112066613	112067404
chr9	112047189	112048466
chr9	111480065	111480466
chr9	111428742	111429543
chr9	111055023	111055233
chr9	108402148	108403379
chr9	108159867	108160435
chr9	108156912	108157011
chr9	108149660	108150251
chr9	107605366	107605649
chr9	107082848	107083120
chr9	106676104	106676788
chr9	106650131	106650798
chr9	106291777	106291914
chr9	106194266	106194494
chr9	104379978	104380141
chr9	104367946	104368477
chr9	103666884	103667008
chr9	103238685	103239000
chr9	103144495	103145197
chr9	103008878	103009125
chr9	102856285	102856478
chr9	102273519	102273774
chr9	100581920	100582346
chr9	100394275	100394386
chr9	99836468	99837084
chr9	99428412	99429196
chr9	99422179	99422279
chr9	97805932	97806062
chr9	97673358	97673458
chr9	97013031	97013499
chr9	96767544	96767704
chr9	96698773	96699116
chr9	96432698	96433093
chr9	95328302	95328328
chr9	95072362	95073085
chr9	94838265	94838884
chr9	94377283	94377933
chr9	89918538	89919264
chr9	89910763	89911156
chr9	89085123	89085900
chr9	83048929	83050485
chr9	79719588	79720746
chr9	78123792	78124636
chr9	77825475	77825698
chr9	77286591	77286889
chr9	76829703	76829785
chr9	74811145	74812780
chr9	74657007	74657422
chr9	74186892	74187713
chr9	73322374	73322607
chr9	73262854	73262953
chr9	73071104	73071527
chr9	73040435	73041247
chr9	72710032	72710114
chr9	72421102	72421658
chr9	71498268	71498933
chr9	70364861	70365695
chr9	69539995	69540699
chr9	69467791	69467914
chr9	69243873	69243968
chr9	67868931	67870316
chr9	67025860	67026032
chr9	66317860	66317997
chr9	66039453	66039800
chr9	65648416	65648956
chr9	65646078	65646497
chr9	65631202	65631693
chr9	64991706	64992851
chr9	64683448	64683527
chr9	64580841	64581029
chr9	64568343	64568626
